age,educ,black,hisp,married,nodegr,re74,re75,re78,u74,u75,treat,race,w1,w0,w_rmpw
37,9,1,0,0,1,0,0,1067.51,1,1,1,not_white,1.1589105036123304,0.8908500477018811,1.1589105036123304
41,4,1,0,1,1,0,0,7284.99,1,1,1,not_white,1.1982459204819906,0.7502860631143063,1.1982459204819906
42,14,1,0,1,0,0,0,13167.5,1,1,1,not_white,1.1978763615453434,0.7442469397272191,1.1978763615453434
22,11,0,0,0,1,0,0,1048.43,1,1,1,white,1.007558271827238,0.9959631003703041,1.007558271827238
17,8,1,0,0,1,0,0,0,1,1,1,not_white,0.7754648514442676,1.1524694032825584,0.7754648514442676
29,8,1,0,0,1,0,0,1923.94,1,1,1,not_white,0.9689657101958554,1.0223740916433828,0.9689657101958554
35,10,1,0,0,1,0,0,4666.24,1,1,1,not_white,1.1864315812879211,0.8839388832914876,1.1864315812879211
27,11,1,0,0,1,0,0,549.298,1,1,1,not_white,1.1017985417811877,0.9442554368496975,1.1017985417811877
29,4,1,0,0,1,0,0,762.915,1,1,1,not_white,0.8013475717921921,1.2039273115490563,0.8013475717921921
28,9,1,0,0,1,0,0,10694.3,1,1,1,not_white,1.003714534338316,0.997560665281043,1.003714534338316
27,11,1,0,0,1,0,0,0,1,1,1,not_white,1.1017985417811877,0.9442554368496975,1.1017985417811877
23,7,0,0,0,1,0,0,0,1,1,1,white,0.8274567795405577,1.1318767883119183,0.8274567795405577
45,5,1,0,1,1,0,0,8546.72,1,1,1,not_white,1.2895315335911954,0.659408875568698,1.2895315335911954
29,13,1,0,0,0,0,0,7479.66,1,1,1,not_white,0.7604693061516927,1.2742416823482066,0.7604693061516927
27,9,1,0,0,1,0,0,0,1,1,1,not_white,0.9864873951366074,1.0088295586155485,0.9864873951366074
46,13,1,0,0,0,0,0,647.205,1,1,1,not_white,0.9862228859879753,1.0171700395110592,0.9862228859879753
18,6,1,0,0,1,0,0,0,1,1,1,not_white,0.7149172217060346,1.2321535925221017,0.7149172217060346
25,12,1,0,0,0,0,0,11965.8,1,1,1,not_white,0.6791159764698207,1.3933883128550368,0.6791159764698207
28,15,1,0,0,0,0,0,9598.54,1,1,1,not_white,0.8146046839468054,1.1769966266762264,0.8146046839468054
25,11,0,0,0,1,0,0,18783.4,1,1,1,white,1.0639078139067724,0.9653517969828354,1.0639078139067724
22,12,1,0,0,0,0,0,18678.1,1,1,1,not_white,0.6412332884213018,1.433295511128962,0.6412332884213018
21,9,1,0,0,1,0,0,0,1,1,1,not_white,0.8843554637801935,1.0733368779930086,0.8843554637801935
40,11,1,0,0,1,0,0,23005.6,1,1,1,not_white,1.3476276841285328,0.796882354795212,1.3476276841285328
22,11,1,0,0,1,0,0,6456.7,1,1,1,not_white,1.007558271827238,0.9959631003703041,1.007558271827238
25,12,1,0,0,0,0,0,0,1,1,1,not_white,0.6791159764698207,1.3933883128550368,0.6791159764698207
18,12,1,0,0,0,0,0,2321.11,1,1,1,not_white,0.5919227766464582,1.4831099626976316,0.5919227766464582
38,12,0,0,0,0,0,0,4941.85,1,1,1,white,0.8473892510653753,1.199632304790388,0.8473892510653753
27,13,1,0,0,0,0,0,0,1,1,1,not_white,0.7337847290929862,1.3017665170483663,0.7337847290929862
27,8,1,0,0,1,0,0,0,1,1,1,not_white,0.9360371272343436,1.0456559471005957,0.9360371272343436
38,11,1,0,0,1,0,0,0,1,1,1,not_white,1.3104343330475632,0.8204155045919679,1.3104343330475632
23,8,0,1,0,1,0,0,3881.28,1,1,1,not_white,0.8707776911671629,1.090414582226388,0.8707776911671629
26,11,1,0,0,1,0,0,17231,1,1,1,not_white,1.0828280716902259,0.9548693688448965,1.0828280716902259
21,12,0,0,0,0,0,0,8048.6,1,1,1,white,0.6287648161723781,1.4461224481055528,0.6287648161723781
25,8,1,0,0,1,0,0,0,1,1,1,not_white,0.9032825288150661,1.06835025233136,0.9032825288150661
31,11,1,0,1,1,0,0,14509.9,1,1,1,not_white,1.5036240736704296,0.6748471057922937,1.5036240736704296
17,10,1,0,0,1,0,0,0,1,1,1,not_white,0.8647266754590012,1.0769788771765807,0.8647266754590012
25,11,1,0,0,1,0,0,0,1,1,1,not_white,1.0639078139067724,0.9653517969828354,1.0639078139067724
21,12,1,0,0,0,0,0,9983.78,1,1,1,not_white,0.6287648161723781,1.4461224481055528,0.6287648161723781
44,11,1,0,0,1,0,0,0,1,1,1,not_white,1.420511988332546,0.749342853573885,1.420511988332546
25,12,0,0,0,0,0,0,5587.5,1,1,1,white,0.6791159764698207,1.3933883128550368,0.6791159764698207
18,9,1,0,0,1,0,0,4482.85,1,1,1,not_white,0.8345045645114922,1.1033908272443913,0.8345045645114922
42,12,1,0,0,0,0,0,2456.15,1,1,1,not_white,0.8987751976081076,1.1350831086962274,0.8987751976081076
25,10,1,0,0,1,0,0,0,1,1,1,not_white,1.0055723170273938,0.9966998623939444,1.0055723170273938
31,9,0,1,0,1,0,0,26817.6,1,1,1,not_white,1.0555448880153326,0.9629735202430286,1.0555448880153326
24,10,1,0,0,1,0,0,0,1,1,1,not_white,0.9876470032299526,1.0072794984362936,0.9876470032299526
26,10,1,0,0,1,0,0,9265.79,1,1,1,not_white,1.0235593838716384,0.98597744139806,1.0235593838716384
25,11,1,0,0,1,0,0,485.23,1,1,1,not_white,1.0639078139067724,0.9653517969828354,1.0639078139067724
18,11,1,0,0,1,0,0,4814.63,1,1,1,not_white,0.9337731926126636,1.0346729547059859,0.9337731926126636
19,11,1,0,0,1,0,0,7458.11,1,1,1,not_white,0.952045430734505,1.0252321425911757,0.952045430734505
43,9,1,0,0,1,0,0,0,1,1,1,not_white,1.2599185914158655,0.8160452914090662,1.2599185914158655
27,13,1,0,0,0,0,0,34099.3,1,1,1,not_white,0.7337847290929862,1.3017665170483663,0.7337847290929862
17,9,1,0,0,1,0,0,1953.27,1,1,1,not_white,0.8181254968792953,1.1130578460242178,0.8181254968792953
30,11,1,0,0,1,0,0,0,1,1,1,not_white,1.1588968771345631,0.9116762234787686,1.1588968771345631
26,10,1,0,1,1,2028,0,0,0,1,1,not_white,1.3466772824898052,0.761526300031443,1.3466772824898052
20,9,1,0,0,1,6083.99,0,8881.67,0,1,1,not_white,0.8676277252626892,1.083527066299931,0.8676277252626892
17,9,0,1,0,1,445.17,74.3435,6210.67,0,0,1,not_white,0.8181254968792953,1.1130578460242178,0.8181254968792953
20,12,1,0,0,0,989.268,165.208,0,0,0,1,not_white,0.6163863235834351,1.4587033649647305,0.6163863235834351
18,11,1,0,0,1,858.254,214.564,929.884,0,0,1,not_white,0.9337731926126636,1.0346729547059859,0.9337731926126636
27,12,1,0,1,0,3670.87,334.049,0,0,0,1,not_white,0.9464199648024698,1.0766765087828165,0.9464199648024698
21,12,0,0,0,0,3670.87,334.049,12558,0,0,1,white,0.6287648161723781,1.4461224481055528,0.6287648161723781
27,12,1,0,0,0,2143.41,357.95,22163.3,0,0,1,not_white,0.7047026596278132,1.3656512817542752,0.7047026596278132
20,12,1,0,0,0,0,377.569,1652.64,1,0,1,not_white,0.6163863235834351,1.4587033649647305,0.6163863235834351
19,10,1,0,0,1,0,385.274,8124.72,1,0,1,not_white,0.8992965175259701,1.0578812769566073,0.8992965175259701
23,12,1,0,0,0,5506.31,501.074,671.332,0,0,1,not_white,0.6537855855020109,1.4202273344472993,0.6537855855020109
29,14,1,0,0,0,0,679.673,17815,1,0,1,not_white,0.7932184292254857,1.21672781039745,0.7932184292254857
18,10,1,0,0,1,0,798.908,9737.15,1,0,1,not_white,0.881947732887109,1.0675150888183973,0.881947732887109
19,9,1,0,0,1,0,798.908,17685.2,1,0,1,not_white,0.8510079816550699,1.0935461883877653,0.8510079816550699
27,13,0,0,1,0,9381.57,853.723,0,0,0,1,white,0.9823795687310246,1.0230837515328146,0.9823795687310246
18,11,0,0,0,1,3678.23,919.558,4321.71,0,0,1,white,0.9337731926126636,1.0346729547059859,0.9337731926126636
27,9,1,0,1,1,0,934.445,1773.42,1,0,1,not_white,1.2948431571115098,0.7773397251579024,1.2948431571115098
22,12,1,0,0,0,5605.85,936.177,0,0,0,1,not_white,0.6412332884213018,1.433295511128962,0.6412332884213018
23,10,1,0,1,1,0,936.439,11233.3,1,0,1,not_white,1.2967858684515114,0.7988791871844395,1.2967858684515114
23,12,0,1,0,0,9385.74,1117.44,559.443,0,0,1,not_white,0.6537855855020109,1.4202273344472993,0.6537855855020109
20,11,1,0,0,1,3637.5,1220.84,1085.44,0,0,1,not_white,0.970440015857196,1.015631312138621,0.970440015857196
17,9,1,0,0,1,1716.51,1253.44,5445.2,0,0,1,not_white,0.8181254968792953,1.1130578460242178,0.8181254968792953
28,11,1,0,0,1,0,1284.08,60307.9,1,0,1,not_white,1.1208078861016129,0.9335150498460579,1.1208078861016129
26,11,1,0,1,1,0,1392.85,1460.36,1,0,1,not_white,1.4203740674302645,0.735283175432394,1.4203740674302645
20,11,1,0,0,1,16318.6,1484.99,6943.34,0,0,1,not_white,0.970440015857196,1.015631312138621,0.970440015857196
24,11,1,0,1,1,824.389,1666.11,4032.71,0,0,1,not_white,1.3857439786350125,0.7595024938190168,1.3857439786350125
31,9,1,0,0,1,0,1698.61,10363.3,1,0,1,not_white,1.0555448880153326,0.9629735202430286,1.0555448880153326
23,8,0,0,1,1,0,1713.15,4232.31,1,0,1,white,1.1715898624447139,0.8612463613355792,1.1715898624447139
18,10,1,0,0,1,2143.41,1784.27,11141.4,0,0,1,not_white,0.881947732887109,1.0675150888183973,0.881947732887109
29,12,1,0,0,0,10881.9,1817.28,0,0,0,1,not_white,0.7304894049916917,1.3370680692970276,0.7304894049916917
26,11,0,0,0,1,0,2226.27,13385.9,1,0,1,white,1.0828280716902259,0.9548693688448965,1.0828280716902259
24,9,1,0,0,1,9154.7,2288.68,4849.56,0,0,1,not_white,0.9350989462181101,1.0417782607616473,0.9350989462181101
25,12,1,0,0,0,14426.8,2409.27,0,0,0,1,not_white,0.6791159764698207,1.3933883128550368,0.6791159764698207
24,10,1,0,0,1,4250.4,2421.95,1660.51,0,0,1,not_white,0.9876470032299526,1.0072794984362936,0.9876470032299526
46,8,1,0,0,1,3165.66,2594.72,0,0,0,1,not_white,1.2444126830330844,0.808191393591702,1.2444126830330844
31,12,0,0,0,0,0,2611.22,2484.55,1,0,1,white,0.756417490437169,1.3076961605010726,0.756417490437169
19,11,1,0,0,1,2305.03,2615.28,4146.6,0,0,1,not_white,0.952045430734505,1.0252321425911757,0.952045430734505
19,8,1,0,0,1,0,2657.06,9970.68,1,0,1,not_white,0.806802659597782,1.1325054420437857,0.806802659597782
27,11,1,0,0,1,2206.94,2666.27,0,0,0,1,not_white,1.1017985417811877,0.9442554368496975,1.1017985417811877
26,11,1,0,1,1,0,2754.65,26372.3,1,0,1,not_white,1.4203740674302645,0.735283175432394,1.4203740674302645
20,10,1,0,0,1,5005.73,2777.36,5615.19,0,0,1,not_white,0.9167645060066197,1.0480805335923677,0.9167645060066197
28,10,1,0,0,1,0,2836.51,3196.57,1,0,1,not_white,1.059676621350435,0.9641241856316883,1.059676621350435
24,12,1,0,0,0,13765.8,2842.76,6167.68,0,0,1,not_white,0.6664153389631221,1.4069230850671597,0.6664153389631221
19,8,1,0,0,1,2636.35,2937.26,7535.94,0,0,1,not_white,0.806802659597782,1.1325054420437857,0.806802659597782
23,12,1,0,0,0,6269.34,3039.96,8484.24,0,0,1,not_white,0.6537855855020109,1.4202273344472993,0.6537855855020109
42,9,1,0,1,1,0,3058.53,1294.41,1,0,1,not_white,1.5051541391153864,0.5888671791027329,1.5051541391153864
25,13,1,0,0,0,12362.9,3090.73,0,0,0,1,not_white,0.7072969359028143,1.3284968042350955,0.7072969359028143
18,9,1,0,0,1,0,3287.38,5010.34,1,0,1,not_white,0.8345045645114922,1.1033908272443913,0.8345045645114922
21,12,1,0,0,0,6473.68,3332.41,9371.04,0,0,1,not_white,0.6287648161723781,1.4461224481055528,0.6287648161723781
27,10,1,0,0,1,1001.15,3550.08,0,0,0,1,not_white,1.041597718009899,0.9751171601377695,1.041597718009899
21,8,1,0,0,1,989.268,3695.9,4279.61,0,0,1,not_white,0.8385949415792848,1.1118108422624067,0.8385949415792848
22,9,1,0,0,1,2192.88,3836.99,3462.56,0,0,1,not_white,0.9011825681759469,1.0629793196471637,0.9011825681759469
31,4,1,0,0,1,8517.59,4023.21,7382.55,0,0,1,not_white,0.8293840303405083,1.1769030824891888,0.8293840303405083
24,10,1,0,1,1,11703.2,4078.15,0,0,0,1,not_white,1.3135670485201882,0.7864442257641081,1.3135670485201882
29,10,1,0,0,1,0,4398.95,0,1,0,1,not_white,1.0777852039953715,0.9530039195056568,1.0777852039953715
29,12,1,0,0,0,9748.39,4878.94,10976.5,0,0,1,not_white,0.7304894049916917,1.3370680692970276,0.7304894049916917
19,10,0,0,0,1,0,5324.11,13829.6,1,0,1,white,0.8992965175259701,1.0578812769566073,0.8992965175259701
19,11,0,1,1,1,5424.49,5463.8,6788.46,0,0,1,not_white,1.2965751144556847,0.8196522976593664,1.2965751144556847
31,9,1,0,0,1,10717,5517.84,9558.5,0,0,1,not_white,1.0555448880153326,0.9629735202430286,1.0555448880153326
22,10,1,0,1,1,1468.35,5588.66,13228.3,0,0,1,not_white,1.279867687143743,0.8112880278516205,1.279867687143743
21,9,1,0,0,1,6416.47,5749.33,743.667,0,0,1,not_white,0.8843554637801935,1.0733368779930086,0.8843554637801935
17,10,1,0,0,1,1291.47,5793.85,5522.79,0,0,1,not_white,0.8647266754590012,1.0769788771765807,0.8647266754590012
26,12,1,0,1,0,8408.76,5794.83,1424.94,0,0,1,not_white,0.9342563036770649,1.0936151959785925,0.9342563036770649
20,9,0,1,0,1,12260.8,5875.05,1358.64,0,0,1,not_white,0.8676277252626892,1.083527066299931,0.8676277252626892
19,10,1,0,0,1,4121.95,6056.75,0,0,0,1,not_white,0.8992965175259701,1.0578812769566073,0.8992965175259701
26,10,1,0,0,1,25929.7,6788.96,672.877,0,0,1,not_white,1.0235593838716384,0.98597744139806,1.0235593838716384
28,11,1,0,0,1,1929.03,6871.86,0,0,0,1,not_white,1.1208078861016129,0.9335150498460579,1.1208078861016129
22,12,0,1,1,0,492.231,7055.7,10092.8,0,0,1,not_white,0.8847247982013912,1.1609013590189274,0.8847247982013912
33,11,1,0,0,1,0,7867.92,6281.43,1,0,1,not_white,1.2160283255932407,0.8781082599958511,1.2160283255932407
22,12,0,0,0,0,6759.99,8455.5,12590.7,0,0,1,white,0.6412332884213018,1.433295511128962,0.6412332884213018
29,10,0,1,0,1,0,8853.67,5112.01,1,0,1,not_white,1.0777852039953715,0.9530039195056568,1.0777852039953715
33,12,1,0,1,0,20280,10941.4,15952.6,0,0,1,not_white,1.0170324608100416,0.974884643221286,1.0170324608100416
25,14,1,0,1,0,35040.1,11536.6,36647,0,0,1,not_white,0.995727947488266,1.0050725081685123,0.995727947488266
35,9,1,0,1,1,13602.4,13830.6,12804,0,0,1,not_white,1.4132549559124727,0.6752070587980006,1.4132549559124727
35,8,1,0,1,1,13732.1,17976.2,3786.63,0,0,1,not_white,1.3463417058295457,0.7026535335825927,1.3463417058295457
33,11,1,0,1,1,14660.7,25142.2,4181.94,0,0,1,not_white,1.5353963744827723,0.650867101189298,1.5353963744827723
23,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9697936964543864,1.0177116739427,1.0177116739427
26,12,0,0,0,0,0,0,12383.7,1,1,0,white,0.6918807324509973,1.379628945441837,1.379628945441837
22,9,1,0,0,1,0,0,0,1,1,0,not_white,0.9011825681759469,1.0629793196471637,1.0629793196471637
18,9,1,0,0,1,0,0,10740.1,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
45,11,1,0,0,1,0,0,11796.5,1,1,0,not_white,1.438352731306143,0.7374013255642297,0.7374013255642297
18,9,1,0,0,1,0,0,9227.05,1,1,0,not_white,0.8345045645114922,1.1033908272443913,1.1033908272443913
24,8,0,0,0,1,0,0,10569.3,1,1,0,white,0.8869942824133608,1.0794636489574527,1.0794636489574527
34,11,1,0,1,1,0,0,6040.34,1,1,0,not_white,1.5509210561558446,0.6389462810491705,0.6389462810491705
24,4,0,1,0,1,0,0,3880.83,1,1,0,not_white,0.7319556850125722,1.268381515951546,1.268381515951546
36,10,1,0,0,1,0,0,0,1,1,0,not_white,1.204431633764153,0.8720964896260376,0.8720964896260376
21,14,1,0,0,0,0,0,5775.06,1,1,0,not_white,0.6839587232163559,1.3182803282777098,1.3182803282777098
28,9,1,0,0,1,0,0,0,1,1,0,not_white,1.003714534338316,0.997560665281043,0.997560665281043
27,7,1,0,1,1,0,0,0,1,1,0,not_white,1.1753558081550461,0.8419804573790121,0.8419804573790121
19,11,0,0,0,1,0,0,0,1,1,0,white,0.952045430734505,1.0252321425911757,1.0252321425911757
20,8,1,0,0,1,0,0,0,1,1,0,not_white,0.822645884780904,1.1222477697466784,1.1222477697466784
34,12,1,0,0,0,0,0,2113.72,1,1,0,not_white,0.7954412907162183,1.262298169673806,1.262298169673806
24,10,1,0,0,1,0,0,7618.64,1,1,0,not_white,0.9876470032299526,1.0072794984362936,1.0072794984362936
22,8,0,1,0,1,0,0,9920.95,1,1,0,not_white,0.8546416837630896,1.101198427525049,1.101198427525049
25,11,1,0,0,1,0,0,4196.38,1,1,0,not_white,1.0639078139067724,0.9653517969828354,0.9653517969828354
39,9,1,0,0,1,0,0,0,1,1,0,not_white,1.1929578554345115,0.8661348232327043,0.8661348232327043
19,9,1,0,1,1,0,0,16658.3,1,1,0,not_white,1.1659847213541963,0.8795566079574534,0.8795566079574534
44,9,1,0,0,1,0,0,9722,1,1,0,not_white,1.2763607924684661,0.8034300639988168,0.8034300639988168
27,8,1,0,0,1,0,0,3783.66,1,1,0,not_white,0.9360371272343436,1.0456559471005957,1.0456559471005957
25,8,1,0,0,1,0,0,3515.93,1,1,0,not_white,0.9032825288150661,1.06835025233136,1.06835025233136
31,10,1,0,0,1,0,0,17014.6,1,1,0,not_white,1.1140470188387592,0.9304042391172463,0.9304042391172463
34,10,1,0,1,1,0,0,0,1,1,0,not_white,1.4716975020164969,0.6623120945687487,0.6623120945687487
21,7,0,1,0,1,0,0,0,1,1,0,not_white,0.7967038677474135,1.1538386189475507,1.1538386189475507
33,12,1,0,0,0,0,0,5970.26,1,1,0,not_white,0.7824261588477777,1.2775983378731153,1.2775983378731153
18,10,0,1,0,1,0,0,1859.17,1,1,0,not_white,0.881947732887109,1.0675150888183973,1.0675150888183973
26,12,1,0,1,0,0,0,6191.94,1,1,0,not_white,0.9342563036770649,1.0936151959785925,1.0936151959785925
31,12,1,0,0,0,0,0,7284.39,1,1,0,not_white,0.756417490437169,1.3076961605010726,1.3076961605010726
35,10,1,0,0,1,0,0,445.831,1,1,0,not_white,1.1864315812879211,0.8839388832914876,0.8839388832914876
20,12,1,0,0,0,0,0,0,1,1,0,not_white,0.6163863235834351,1.4587033649647305,1.4587033649647305
25,11,1,0,0,1,0,0,0,1,1,0,not_white,1.0639078139067724,0.9653517969828354,0.9653517969828354
25,10,1,0,0,1,0,0,7367.04,1,1,0,not_white,1.0055723170273938,0.9966998623939444,0.9966998623939444
35,11,1,0,0,1,0,0,0,1,1,0,not_white,1.2539737263526707,0.855260664607693,0.855260664607693
20,10,1,0,0,1,0,0,2015.5,1,1,0,not_white,0.9167645060066197,1.0480805335923677,1.0480805335923677
25,9,0,1,0,1,0,0,15791.1,1,1,0,not_white,0.9521695915063898,1.0309435260669726,1.0309435260669726
27,10,1,0,0,1,0,0,1135.47,1,1,0,not_white,1.041597718009899,0.9751171601377695,0.9751171601377695
20,11,0,1,0,1,0,0,6378.72,1,1,0,not_white,0.970440015857196,1.015631312138621,1.015631312138621
26,11,1,0,0,1,0,0,7176.19,1,1,0,not_white,1.0828280716902259,0.9548693688448965,0.9548693688448965
38,8,1,0,0,1,0,0,0,1,1,0,not_white,1.117143464927503,0.9116664685034421,0.9116664685034421
34,10,1,0,0,1,0,0,7952.54,1,1,0,not_white,1.1683815253724876,0.8956975287760245,0.8956975287760245
19,12,1,0,0,0,0,0,0,1,1,0,not_white,0.6041037430467547,1.4710338702815338,1.4710338702815338
32,8,1,0,0,1,0,0,7152.13,1,1,0,not_white,1.0185121043450136,0.9864524519611695,0.9864524519611695
20,9,0,1,0,1,0,0,8329.82,1,1,0,not_white,0.8676277252626892,1.083527066299931,1.083527066299931
23,10,1,0,0,1,0,0,0,1,1,0,not_white,0.9697936964543864,1.0177116739427,1.0177116739427
38,10,1,0,0,1,0,0,12429.9,1,1,0,not_white,1.2402354298823952,0.8481881656075548,0.8481881656075548
24,11,1,0,0,1,0,0,0,1,1,0,not_white,1.0450488864845082,0.9756979051726818,0.9756979051726818
23,11,1,0,0,1,0,0,5088.76,1,1,0,not_white,1.0262621667522378,0.9859031167744053,0.9859031167744053
20,7,0,1,0,1,0,0,4374.04,1,1,0,not_white,0.7814676483865978,1.1645450767295715,1.1645450767295715
21,11,1,0,0,1,0,0,1553.29,1,1,0,not_white,0.9889475404023435,1.0058737746111535,1.0058737746111535
25,10,1,0,0,1,0,0,0,1,1,0,not_white,1.0055723170273938,0.9966998623939444,0.9966998623939444
22,11,1,0,1,1,0,0,1698.3,1,1,0,not_white,1.3504769965706496,0.7836600453346367,0.7836600453346367
